Sl No,Date,URL,Review_Title,Author,Rating,Review_text,Review_helpful
2718,on 11 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=272,nice product plz purchase this,sadanand,5.0 out of 5 stars,Till today this product was prforming a gud condition,|Was this review helpful to you?YesNo
2719,on 11 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=272,Four Stars,Amazon Customer,4.0 out of 5 stars,Mastach,|Was this review helpful to you?YesNo
2720,on 11 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,gooobut,suhail azar,5.0 out of 5 stars,Gooood for this price.... if u plan to buy u just go for a 750 watta mixie....,|Was this review helpful to you?YesNo
2721,on 10 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,thx,Amazon Customer,5.0 out of 5 stars,Great,|Was this review helpful to you?YesNo
2722,on 10 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,Four Stars,kiran,4.0 out of 5 stars,Good,|Was this review helpful to you?YesNo
2723,on 10 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,Five Stars,Gourab,5.0 out of 5 stars,Nice and easy to handle,|Was this review helpful to you?YesNo
2724,on 9 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,"working smoothly, still not getting problem.",Irfan Nezami,4.0 out of 5 stars,"working smoothly , still not getting problem.",|Was this review helpful to you?YesNo
2725,on 9 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,Five Stars,Subrata Das,5.0 out of 5 stars,Very good product in this price,|Was this review helpful to you?YesNo
2726,on 9 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,Product is good but Big Bazar is selling the same product on ...,Debasree Roy,1.0 out of 5 stars,"Product is good but Big Bazar is selling the same product on same day at Rs 1590.. Moreover the spring of the regulator has been non functioning after 7 days of use, need immediate replacement / return.",|Was this review helpful to you?YesNo
2727,on 9 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,Four Stars,AFTHAR K.P.,4.0 out of 5 stars,"Good Product, But Sound is little high and Grinding quality is not as expected.",|Was this review helpful to you?YesNo
2728,on 9 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,Five Stars,Amazon Customer,5.0 out of 5 stars,very good,|Was this review helpful to you?YesNo
2729,on 9 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=273,Nice product in low range.,Amazon Customer,5.0 out of 5 stars,"Nice product in low range. does things easily. one jar not working than to does not matter, able to manage with other tow jars.",|Was this review helpful to you?YesNo
2730,on 9 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,Five Stars,Amazon Customer,5.0 out of 5 stars,Very good,|Was this review helpful to you?YesNo
2731,on 8 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,Recommnded,Bijit kumar Das,5.0 out of 5 stars,Bajaj is bajaj people hope u know the brand Only I purchase Rs 1600,|Was this review helpful to you?YesNo
2732,on 7 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,Four Stars,Girisundaram,4.0 out of 5 stars,GOOD PRODUCT AND MEETING MY EXPECTTIONS. COMPETITIVELY PRICED AND RECEIVED BEFORE THE DATE INTIMATED,|Was this review helpful to you?YesNo
2733,on 6 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,Five Stars,Amazon Customer,5.0 out of 5 stars,Jar quality is so good & easy to use.,|Was this review helpful to you?YesNo
2734,on 4 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,I am very sad after purchasing the mixer,Akhil,1.0 out of 5 stars,After 3 months the mixer grinder  is very noisy.. and it was shutting off automatically. To restart the machine i want press reset switch continuously. I am very sad after purchasing the mixer.,"|
      2 people found this helpful.
    
  Was this review helpful to you?YesNo"
2735,on 4 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,One Star,Amazon Customer,1.0 out of 5 stars,very poor,|Was this review helpful to you?YesNo
2736,on 3 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,not bad at all got it for 1500 and totaly worth ...,Saom A.,5.0 out of 5 stars,not bad at all got it for 1500 and totaly worth it build quality is great for the price but the truth is that even though im extremely satisfied if you can afford to pay more thn please do its 1500 for a reason..,|Was this review helpful to you?YesNo
2737,on 3 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,Two Stars,SUBHASIS GHOSHAL,2.0 out of 5 stars,The product was defective.,|Was this review helpful to you?YesNo
2738,on 2 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,Three Stars,R K,3.0 out of 5 stars,ok,|Was this review helpful to you?YesNo
2739,on 2 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=274,Though the package mentions that it contains the instructions manual ...,Amazon Customer,2.0 out of 5 stars,"Though the package mentions that it contains the instructions manual and warranty card, both were not found when the package was opened.",|Was this review helpful to you?YesNo
2740,on 2 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,it came in a good packing. the warranty card was not filled and ...,gg,4.0 out of 5 stars,it came in a good packing. the warranty card was not filled and sealed by company. so worried if we will get warranty if anything happens to this item. too much sound. otherwise ok,|Was this review helpful to you?YesNo
2741,on 1 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,Five Stars,Amazon Customer,5.0 out of 5 stars,very nince,|Was this review helpful to you?YesNo
2742,on 1 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,Good. But a blade was broken,mozakkar hossain,2.0 out of 5 stars,"When i received the product, in one jar a blade was broken.",|Was this review helpful to you?YesNo
2743,on 1 November 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,Nice one...,Amazon Customer,5.0 out of 5 stars,It's worth ..and most important happy to receive product as they have mentioned. ...,|Was this review helpful to you?YesNo
2744,on 31 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,Three Stars,Amazon Customer,3.0 out of 5 stars,ok not bad,|Was this review helpful to you?YesNo
2745,on 30 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,Awesome,Amazon Customer,5.0 out of 5 stars,Awesome,|Was this review helpful to you?YesNo
2746,on 30 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,Three Stars,Prabhu,3.0 out of 5 stars,It's been a month.. and it's working fine,|Was this review helpful to you?YesNo
2747,on 30 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,Defective Product one speed options doesn't work,Rahul Sharma,1.0 out of 5 stars,"Product is defective and doesn't work on Speed 2, however Speed 1 & 3 works ok. Seems like they are selling refurbished product. Also I checked this today and my return period ended yesterday as it is only 10 days.",|Was this review helpful to you?YesNo
2748,on 30 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,Three Stars,Kumar satyam,3.0 out of 5 stars,Uyetiotf ijcryl gssgjk jgffn kkdjjdsv jkfddgjookkkfsb jjjin,|Was this review helpful to you?YesNo
2749,on 29 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=275,Five Stars,Amazon Customer,5.0 out of 5 stars,very good,|Was this review helpful to you?YesNo
2750,on 29 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,Five Stars,Amazon Customer,5.0 out of 5 stars,Nice products,|Was this review helpful to you?YesNo
2751,on 28 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,Four Stars,ASHIS KUMAR BHUYAN,4.0 out of 5 stars,Satisfactory,|Was this review helpful to you?YesNo
2752,on 27 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,Five Stars,Shrikant,5.0 out of 5 stars,very good,|Was this review helpful to you?YesNo
2753,on 27 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,Four Stars,aijaz khan,4.0 out of 5 stars,nice,|Was this review helpful to you?YesNo
2754,on 27 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,Five Stars,Amazon Customer,5.0 out of 5 stars,Nice product .....,|Was this review helpful to you?YesNo
2755,on 27 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,Good But spme,Amazon Customer,3.0 out of 5 stars,GoodBut spme problemsss,|Was this review helpful to you?YesNo
2756,on 27 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,doesnt feel very sturdy. Makes a strange noise at high speed,Lina Parekh,3.0 out of 5 stars,"So product seems of slightly inferior quality overall, doesnt feel very sturdy.Makes a strange noise at high speed.would not buy again, but unfortunately had crossed my limit to return by few days.",|Was this review helpful to you?YesNo
2757,on 26 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,Two Stars,Amazon Customer,2.0 out of 5 stars,One Jar Cap is Broken,|Was this review helpful to you?YesNo
2758,on 26 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,Five Stars,Pranit Upadhyay,5.0 out of 5 stars,nice,|Was this review helpful to you?YesNo
2759,on 26 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=276,Four Stars,Amazon Customer,4.0 out of 5 stars,Satisfactory.......,|Was this review helpful to you?YesNo
2760,on 26 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,Four Stars,Amazon Customer,4.0 out of 5 stars,"Happy with the product , no problems faced yet good quality",|Was this review helpful to you?YesNo
2761,on 25 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,Highly satisfied ?,Rohit,5.0 out of 5 stars,#purchased it from local market in 1600/-#as its name 'BAJAJ' nothing more to say#doing its job from last 18months without any problem,|Was this review helpful to you?YesNo
2762,on 24 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,Four Stars,Noman,4.0 out of 5 stars,Satisfactory performance. There is a scope to improve on quality.,|Was this review helpful to you?YesNo
2763,on 24 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,product is good. Power seems to be less,Amazon Customer,4.0 out of 5 stars,"No doubt, product is good. Power seems to be less.",|Was this review helpful to you?YesNo
2764,on 23 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,Four Stars,Lija Rajan,4.0 out of 5 stars,Fast grinding. Worth for the money. But bit noisy.,|Was this review helpful to you?YesNo
2765,on 23 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,very good product,Nester Pinto,5.0 out of 5 stars,"fast delivery,very  good product",|Was this review helpful to you?YesNo
2766,on 23 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,Value for money. Good buy,Namrata Srivastava,5.0 out of 5 stars,"Awesome stuff for a small nuclear family. Works well and perform what a Mixi is supposed to do. Since the body is sleek, it does not take much space and hence highly suitable for small kitchens. I am pretty satisfied with the purchase.","|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
2767,on 22 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,Four Stars,Pravin,4.0 out of 5 stars,Nice product at such low cost...working fine.,|Was this review helpful to you?YesNo
2768,on 21 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,execellent product,Amazon Customer,5.0 out of 5 stars,good product at this range,|Was this review helpful to you?YesNo
2769,on 21 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=277,Five Stars,Amazon Customer,5.0 out of 5 stars,Super sarvice,|Was this review helpful to you?YesNo
2770,on 21 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=278,Three Stars,Chaos,3.0 out of 5 stars,Good mixer grinder but the jars are smaller than other brands.,|Was this review helpful to you?YesNo
2771,on 21 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=278,Five Stars,Amazon Customer,5.0 out of 5 stars,nice one...worthy purchase,|Was this review helpful to you?YesNo
2772,on 21 October 2015,https://www.amazon.in/Bajaj-Rex-500-Watt-Mixer-Grinder/product-reviews/B00HVXS7WC/ref=cm_cr_arp_d_viewopt_srt?ie=UTF8&reviewerType=all_reviews&sortBy=recent&pageNumber=278,Good product,Shivlakhan Patel,3.0 out of 5 stars,Product is really worth price and have good build quality. All jars are good except one of it do not have proper fitting of internal blade.,|Was this review helpful to you?YesNo
